HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,query,query_id,description,narrative,document_url,document_id,gold_standard,user_feedback,user_rationale,user_relevance,Approve,Reject
360ZO6N6J1RDKSHU7F7Y4X603KM9MP,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:04:33 PST 2016,8,BatchId:2269596;,3600,21600,Mon Feb 22 19:04:33 PST 2016,,,3G2UL9A02EMA4Q63V47ZPPDSJM576J,AFQKLIYNCVZTL,Approved,Sun Feb 14 19:07:17 PST 2016,Sun Feb 14 19:14:38 PST 2016,Mon Feb 15 01:14:38 PST 2016,2016-02-15 09:17:36 UTC,,,441,100% (66/66),100% (66/66),100% (66/66),physiologic jaundice,20270,What is physiologic(al) jaundice?,What are the symptoms of physiologic jaundice? What organs are affected? How harmful is it? What other conditions/diseases is it related to? Is it inherited? What are the treatments? Web pages describing jaundice in babies and not mentioning and comparing physiological jaundice are not relevant.,http://en.wikipedia.org/wiki/Hyperbilirubinemia,clueweb09-enwp00-94-19062,0,{},"Hyperbilirubinemia results from a higher-than-normal level of bilirubin in the blood. For adults, this is any level above 170 μmol/l and for newborns 340 µmol/l and critical hyperbilirubinemia 425 µmol/l.

Mild rises in bilirubin may be caused by:

    Hemolysis or increased breakdown of red blood cells
    Gilbert's syndrome – a genetic disorder of bilirubin metabolism that can result in mild jaundice, found in about 5% of the population
    Rotor syndrome: nonitching jaundice, with rise of bilirubin in the patient's serum, mainly of the conjugated type",2,,
360ZO6N6J1RDKSHU7F7Y4X603KM9MP,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:04:33 PST 2016,8,BatchId:2269596;,3600,21600,Mon Feb 22 19:04:33 PST 2016,,,3JRJSWSMQITWGMYVZAN7OWTPVJV3EL,A28N8N0FAW4B74,Approved,Sun Feb 14 20:18:08 PST 2016,Sun Feb 14 20:19:54 PST 2016,Mon Feb 15 02:19:54 PST 2016,2016-02-15 10:22:37 UTC,,,106,100% (25/25),100% (25/25),100% (25/25),physiologic jaundice,20270,What is physiologic(al) jaundice?,What are the symptoms of physiologic jaundice? What organs are affected? How harmful is it? What other conditions/diseases is it related to? Is it inherited? What are the treatments? Web pages describing jaundice in babies and not mentioning and comparing physiological jaundice are not relevant.,http://en.wikipedia.org/wiki/Hyperbilirubinemia,clueweb09-enwp00-94-19062,0,{},"Bilirubin (formerly referred to as haematoidin) is the yellow breakdown product of normal heme catabolism, caused by the body's clearance of aged red blood cells which contain hemoglobin.[1]

Bilirubin is excreted in bile and urine, and elevated levels may indicate certain diseases. It is responsible for the yellow color of bruises and the yellow discoloration in jaundice. It is also responsible for the brown color of feces, via its conversion to stercobilin, and the background straw-yellow color of urine via its breakdown product, urobilin.",2,,
360ZO6N6J1RDKSHU7F7Y4X603KM9MP,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:04:33 PST 2016,8,BatchId:2269596;,3600,21600,Mon Feb 22 19:04:33 PST 2016,,,3PJ71Z61R5AJBNTZ4VT28PDH62X19D,A1HV2V9M87ZTM9,Approved,Sun Feb 14 19:59:39 PST 2016,Sun Feb 14 20:00:58 PST 2016,Mon Feb 15 02:00:58 PST 2016,2016-02-15 10:02:37 UTC,,,79,100% (91/91),100% (91/91),100% (65/65),physiologic jaundice,20270,What is physiologic(al) jaundice?,What are the symptoms of physiologic jaundice? What organs are affected? How harmful is it? What other conditions/diseases is it related to? Is it inherited? What are the treatments? Web pages describing jaundice in babies and not mentioning and comparing physiological jaundice are not relevant.,http://en.wikipedia.org/wiki/Hyperbilirubinemia,clueweb09-enwp00-94-19062,0,{},"Bilirubin is excreted in bile and urine, and elevated levels may indicate certain diseases. It is responsible for the yellow color of bruises and the yellow discoloration in jaundice. It is also responsible for the brown color of feces, via its conversion to stercobilin, and the background straw-yellow color of urine via its breakdown product, urobilin.",2,,
360ZO6N6J1RDKSHU7F7Y4X603KM9MP,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:04:33 PST 2016,8,BatchId:2269596;,3600,21600,Mon Feb 22 19:04:33 PST 2016,,,3R6P78PK7LJZZHSGKKJM6CIZ2YXGT6,APNX2JW4QKM0L,Approved,Sun Feb 14 19:45:37 PST 2016,Sun Feb 14 19:46:30 PST 2016,Mon Feb 15 01:46:30 PST 2016,2016-02-15 09:47:37 UTC,,,53,100% (31/31),100% (31/31),100% (31/31),physiologic jaundice,20270,What is physiologic(al) jaundice?,What are the symptoms of physiologic jaundice? What organs are affected? How harmful is it? What other conditions/diseases is it related to? Is it inherited? What are the treatments? Web pages describing jaundice in babies and not mentioning and comparing physiological jaundice are not relevant.,http://en.wikipedia.org/wiki/Hyperbilirubinemia,clueweb09-enwp00-94-19062,0,{},"ilirubin consists of an open chain of four pyrrole-like rings (tetrapyrrole). In heme, these four rings are connected into a larger ring, called a porphyrin ring.

Bilirubin can be ""conjugated"" with a molecule of glucuronic acid which makes it soluble in water (see below). This is an example of glucuronidation.

Bilirubin is very similar to the pigment phycobilin used by certain algae to capture light energy, and to the pigment phytochrome used by plants to sense light. All of these contain an open chain of four pyrrolic rings.",0,,
360ZO6N6J1RDKSHU7F7Y4X603KM9MP,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:04:33 PST 2016,8,BatchId:2269596;,3600,21600,Mon Feb 22 19:04:33 PST 2016,,,3RANCT1ZVGPI8DZU43HIAXD45YJBUG,A1M7DKSUT54LJ9,Approved,Sun Feb 14 19:19:57 PST 2016,Sun Feb 14 19:20:29 PST 2016,Mon Feb 15 01:20:29 PST 2016,2016-02-15 09:22:37 UTC,,,32,100% (53/53),100% (53/53),100% (51/51),physiologic jaundice,20270,What is physiologic(al) jaundice?,What are the symptoms of physiologic jaundice? What organs are affected? How harmful is it? What other conditions/diseases is it related to? Is it inherited? What are the treatments? Web pages describing jaundice in babies and not mentioning and comparing physiological jaundice are not relevant.,http://en.wikipedia.org/wiki/Hyperbilirubinemia,clueweb09-enwp00-94-19062,0,{},"Bilirubin is excreted in bile and urine, and elevated levels may indicate certain diseases. It is responsible for the yellow color of bruises and the yellow discoloration in jaundice. It is also responsible for the brown color of feces, via its conversion to stercobilin, and the background straw-yellow color of urine via its breakdown product, urobilin.",2,,
360ZO6N6J1RDKSHU7F7Y4X603KM9MP,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:04:33 PST 2016,8,BatchId:2269596;,3600,21600,Mon Feb 22 19:04:33 PST 2016,,,3U0SRXB7CEDSTUWA3ZRMWHQEFOCNRW,A2DNSD743W4OC2,Approved,Sun Feb 14 19:38:13 PST 2016,Sun Feb 14 19:38:40 PST 2016,Mon Feb 15 01:38:40 PST 2016,2016-02-15 09:42:36 UTC,,,27,100% (47/47),100% (14/14),100% (8/8),physiologic jaundice,20270,What is physiologic(al) jaundice?,What are the symptoms of physiologic jaundice? What organs are affected? How harmful is it? What other conditions/diseases is it related to? Is it inherited? What are the treatments? Web pages describing jaundice in babies and not mentioning and comparing physiological jaundice are not relevant.,http://en.wikipedia.org/wiki/Hyperbilirubinemia,clueweb09-enwp00-94-19062,0,{},"Bilirubin (formerly referred to as haematoidin) is the yellow breakdown product of normal heme catabolism, caused by the body's clearance of aged red blood cells which contain hemoglobin.",0,,
3VCK0Q0PO5M16GEHJK35O1U7562N0R,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:04:33 PST 2016,8,BatchId:2269596;,3600,21600,Mon Feb 22 19:04:33 PST 2016,,,3EJJQNKU9SD0JYAZ01W9RXTITD2RHS,A2IICH6KZZB6XF,Approved,Sun Feb 14 20:34:41 PST 2016,Sun Feb 14 20:38:28 PST 2016,Mon Feb 15 02:38:28 PST 2016,2016-02-15 10:42:36 UTC,,,227,100% (38/38),100% (38/38),100% (38/38),physiologic jaundice,20270,What is physiologic(al) jaundice?,What are the symptoms of physiologic jaundice? What organs are affected? How harmful is it? What other conditions/diseases is it related to? Is it inherited? What are the treatments? Web pages describing jaundice in babies and not mentioning and comparing physiological jaundice are not relevant.,http://www.pets.ca/encyclopedia/jaundice_cat.htm,clueweb09-en0009-71-20162,0,THIS SITE IS DESCRIBING DISEASE,"Any age, sex, or breed can be affected. Obese cats that suddenly stop eating are more at risk of developing jaundice resulting from a syndrome called feline fatty liver disease, or hepatic lipidosis.",0,,
3VCK0Q0PO5M16GEHJK35O1U7562N0R,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:04:33 PST 2016,8,BatchId:2269596;,3600,21600,Mon Feb 22 19:04:33 PST 2016,,,3I7DHKZYGO8R0FLV84V6LBC9LGB5F5,A1HV2V9M87ZTM9,Approved,Sun Feb 14 19:45:21 PST 2016,Sun Feb 14 19:46:51 PST 2016,Mon Feb 15 01:46:51 PST 2016,2016-02-15 09:47:37 UTC,,,90,100% (91/91),100% (91/91),100% (65/65),physiologic jaundice,20270,What is physiologic(al) jaundice?,What are the symptoms of physiologic jaundice? What organs are affected? How harmful is it? What other conditions/diseases is it related to? Is it inherited? What are the treatments? Web pages describing jaundice in babies and not mentioning and comparing physiological jaundice are not relevant.,http://www.pets.ca/encyclopedia/jaundice_cat.htm,clueweb09-en0009-71-20162,0,{},"The whites of the eyes of a cat with jaundice often are more yellow than they are white; the animal's skin and gums may develop a yellowish tinge as well. These changes in color result from deposits of bile pigment entering the cat's tissues, a common occurrence among animals with jaundice. Unfortunately, this yellowish hue is not as serious as the possible diseases that can be associated with it, including kidney damage, liver disease, and disorders of the nervous system.",3,,
3VCK0Q0PO5M16GEHJK35O1U7562N0R,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:04:33 PST 2016,8,BatchId:2269596;,3600,21600,Mon Feb 22 19:04:33 PST 2016,,,3LOTDFNYA87LDY0F45IFBBPM5D4FWL,A28N8N0FAW4B74,Approved,Sun Feb 14 20:19:55 PST 2016,Sun Feb 14 20:35:14 PST 2016,Mon Feb 15 02:35:14 PST 2016,2016-02-15 10:37:36 UTC,,,919,100% (25/25),100% (25/25),100% (25/25),physiologic jaundice,20270,What is physiologic(al) jaundice?,What are the symptoms of physiologic jaundice? What organs are affected? How harmful is it? What other conditions/diseases is it related to? Is it inherited? What are the treatments? Web pages describing jaundice in babies and not mentioning and comparing physiological jaundice are not relevant.,http://www.pets.ca/encyclopedia/jaundice_cat.htm,clueweb09-en0009-71-20162,0,{},"Any age, sex, or breed can be affected. Obese cats that suddenly stop eating are more at risk of developing jaundice resulting from a syndrome called feline fatty liver disease, or hepatic lipidosis.
Overview
The whites of the eyes of a cat with jaundice often are more yellow than they are white; the animal's skin and gums may develop a yellowish tinge as well. These changes in color result from deposits of bile pigment entering the cat's tissues, a common occurrence among animals with jaundice. Unfortunately, this yellowish hue is not as serious as the possible diseases that can be associated with it, including kidney damage, liver disease, and disorders of the nervous system.",2,,
3VCK0Q0PO5M16GEHJK35O1U7562N0R,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:04:33 PST 2016,8,BatchId:2269596;,3600,21600,Mon Feb 22 19:04:33 PST 2016,,,3N2BF7Y2VR29MIX7VT0S5YZ8NPGMHA,A1LUGQBOW46XEH,Approved,Sun Feb 14 19:05:52 PST 2016,Sun Feb 14 19:07:10 PST 2016,Mon Feb 15 01:07:10 PST 2016,2016-02-15 09:07:37 UTC,,,78,100% (6/6),100% (6/6),100% (6/6),physiologic jaundice,20270,What is physiologic(al) jaundice?,What are the symptoms of physiologic jaundice? What organs are affected? How harmful is it? What other conditions/diseases is it related to? Is it inherited? What are the treatments? Web pages describing jaundice in babies and not mentioning and comparing physiological jaundice are not relevant.,http://www.pets.ca/encyclopedia/jaundice_cat.htm,clueweb09-en0009-71-20162,0,Good is to Know symptoms of disease,"The whites of the eyes of a cat with jaundice often are more yellow than they are white; the animal's skin and gums may develop a yellowish tinge as well. These changes in color result from deposits of bile pigment entering the cat's tissues, a common occurrence among animals with jaundice. Unfortunately, this yellowish hue is not as serious as the possible diseases that can be associated with it, including kidney damage, liver disease, and disorders of the nervous system.",3,,
