HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,query,query_id,description,narrative,document_url,document_id,gold_standard,user_feedback,user_rationale,user_relevance,Approve,Reject
3YO4AH2FPDSM9DR9ZCVMSVPCA5B0QP,3KIFW8VYC9WMJF2NQ7J3WNNE17TPBH,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.11,Thu Feb 04 10:35:59 PST 2016,8,BatchId:2256893;,3600,21600,Fri Feb 12 10:35:59 PST 2016,,,37WLF8U1WQYYZ5DNEYW8TUIEORB6KZ,A3F5ND4OV61TT6,Approved,Thu Feb 04 18:58:28 PST 2016,Thu Feb 04 19:01:27 PST 2016,Fri Feb 05 01:01:27 PST 2016,2016-02-05 09:02:37 UTC,,,179,100% (4/4),100% (4/4),100% (4/4),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
",http://www.broadwayworld.com/people/Irving_Berlin/,clueweb09-en0005-21-32157,0,{},"Stage: Music Box Revue [1921] [Broadway]
Performances: White Christmas [West End, 2014]",3,,
3YO4AH2FPDSM9DR9ZCVMSVPCA5B0QP,3KIFW8VYC9WMJF2NQ7J3WNNE17TPBH,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.11,Thu Feb 04 10:35:59 PST 2016,8,BatchId:2256893;,3600,21600,Fri Feb 12 10:35:59 PST 2016,,,3BDCF01OGY2B2V5B5H31RLFMC11LY9,A2D3LPWOOP4G7X,Approved,Thu Feb 04 16:30:18 PST 2016,Thu Feb 04 16:32:08 PST 2016,Thu Feb 04 22:32:08 PST 2016,2016-02-05 06:32:37 UTC,,,110,100% (3/3),100% (3/3),100% (3/3),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
",http://www.broadwayworld.com/people/Irving_Berlin/,clueweb09-en0005-21-32157,0,{},"Irving Berlin Theatre Credits
More text on this page, but it is just a list of his roles.",3,,
3YO4AH2FPDSM9DR9ZCVMSVPCA5B0QP,3KIFW8VYC9WMJF2NQ7J3WNNE17TPBH,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.11,Thu Feb 04 10:35:59 PST 2016,8,BatchId:2256893;,3600,21600,Fri Feb 12 10:35:59 PST 2016,,,3CFVK00FWMT9JBV5ZY898UVTDQML6L,A34RRC4E4QMFI2,Approved,Thu Feb 04 12:32:21 PST 2016,Thu Feb 04 12:33:39 PST 2016,Thu Feb 04 18:33:39 PST 2016,2016-02-05 02:37:41 UTC,,,78,100% (9/9),100% (9/9),100% (9/9),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
",http://www.broadwayworld.com/people/Irving_Berlin/,clueweb09-en0005-21-32157,0,Fun!,"Stage
Performances

Music Box Revue [1921] [Broadway]
1921
Performer
Performer
Up and Down Broadway [Broadway]
Original Broadway Production, 1910
Entertainer at the Cafe d'Lobster
The Show Girl [Broadway]
Original Broadway Production, 1902
Chorus",3,,
3YO4AH2FPDSM9DR9ZCVMSVPCA5B0QP,3KIFW8VYC9WMJF2NQ7J3WNNE17TPBH,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.11,Thu Feb 04 10:35:59 PST 2016,8,BatchId:2256893;,3600,21600,Fri Feb 12 10:35:59 PST 2016,,,3JWH6J9I9TL5DNFL725WW2LAWMPBNQ,A3W3YX3TPD0ZBO,Approved,Thu Feb 04 10:56:44 PST 2016,Thu Feb 04 11:17:49 PST 2016,Thu Feb 04 17:17:49 PST 2016,2016-02-05 01:22:42 UTC,,,1265,100% (36/36),100% (36/36),100% (36/36),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
",http://www.broadwayworld.com/people/Irving_Berlin/,clueweb09-en0005-21-32157,0,{},Irving Berlin Theatre Credits,0,,
3YO4AH2FPDSM9DR9ZCVMSVPCA5B0QP,3KIFW8VYC9WMJF2NQ7J3WNNE17TPBH,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.11,Thu Feb 04 10:35:59 PST 2016,8,BatchId:2256893;,3600,21600,Fri Feb 12 10:35:59 PST 2016,,,3VW04L3ZLUEH2KWQE4KNJ130H35XXN,A1OJ87DGXXRW7N,Approved,Thu Feb 04 14:25:31 PST 2016,Thu Feb 04 14:28:05 PST 2016,Thu Feb 04 20:28:05 PST 2016,2016-02-05 04:32:39 UTC,,,154,100% (17/17),100% (17/17),100% (17/17),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
",http://www.broadwayworld.com/people/Irving_Berlin/,clueweb09-en0005-21-32157,0,NO IDEA,"rving Berlin''s daughter, Linda Emmet (centre) and company
From: 
Photo Flash: WHITE CHRISTMAS Celebrates Opening in the West End -",3,,
3YO4AH2FPDSM9DR9ZCVMSVPCA5B0QP,3KIFW8VYC9WMJF2NQ7J3WNNE17TPBH,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.11,Thu Feb 04 10:35:59 PST 2016,8,BatchId:2256893;,3600,21600,Fri Feb 12 10:35:59 PST 2016,,,3WR9XG3T64JWP32PCGEKSRTEMF7476,A1HV2V9M87ZTM9,Approved,Thu Feb 04 11:36:37 PST 2016,Thu Feb 04 11:38:14 PST 2016,Thu Feb 04 17:38:14 PST 2016,2016-02-05 01:42:48 UTC,,,97,100% (26/26),100% (26/26),100% (26/26),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
",http://www.broadwayworld.com/people/Irving_Berlin/,clueweb09-en0005-21-32157,0,{},"The Fulton Theatre Sets 2016-17 Season (Feb 3, 2016)
MAMMA MIA! Coming to The Playhouse on Rodney Square, 3/4-7 (Feb 1, 2016)",0,,
3JGHED38EDZ90QIFBLXPKW21HSX7YY,3KIFW8VYC9WMJF2NQ7J3WNNE17TPBH,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.11,Thu Feb 04 10:35:59 PST 2016,8,BatchId:2256893;,3600,21600,Fri Feb 12 10:35:59 PST 2016,,,354P56DE9LBFRO402HA2QU9K0VE7SK,A34RRC4E4QMFI2,Approved,Thu Feb 04 12:28:42 PST 2016,Thu Feb 04 12:29:38 PST 2016,Thu Feb 04 18:29:38 PST 2016,2016-02-05 02:32:42 UTC,,,56,100% (9/9),100% (9/9),100% (9/9),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
",http://en.wikipedia.org/wiki/David_John_Cawdell_Irving,clueweb09-enwp00-46-20791,0,Yes!,"David John Cawdell Irving (born 24 March 1938) is an English author who has written on the military and political history of World War II, with a focus on Nazi Germany, and who is primarily known for his Holocaust denial.[2]",0,,
3JGHED38EDZ90QIFBLXPKW21HSX7YY,3KIFW8VYC9WMJF2NQ7J3WNNE17TPBH,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.11,Thu Feb 04 10:35:59 PST 2016,8,BatchId:2256893;,3600,21600,Fri Feb 12 10:35:59 PST 2016,,,3A4TN5196LQWDWLGI46E22UWSVJHCX,A30MYN1DI6EJ8M,Approved,Thu Feb 04 11:29:26 PST 2016,Thu Feb 04 11:33:59 PST 2016,Thu Feb 04 17:33:59 PST 2016,2016-02-05 01:37:44 UTC,,,273,100% (1/1),100% (1/1),100% (1/1),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
",http://en.wikipedia.org/wiki/David_John_Cawdell_Irving,clueweb09-enwp00-46-20791,0,Yes.,"s an English author who has written on the military and political history of World War II, with a focus on Nazi Germany, and who is primarily known for his Holocaust denial.[2] His works include The Destruction of Dresden (1963), Hitler's War (1977), Churchill's War (1987), and Goebbels: Mastermind of the Third Reich (1996). 

Irving Berlin was a songwriter.",0,,
3JGHED38EDZ90QIFBLXPKW21HSX7YY,3KIFW8VYC9WMJF2NQ7J3WNNE17TPBH,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.11,Thu Feb 04 10:35:59 PST 2016,8,BatchId:2256893;,3600,21600,Fri Feb 12 10:35:59 PST 2016,,,3BV8HQ2ZZX9SNS4127JJZGFIJEX6AY,A1OJ87DGXXRW7N,Approved,Thu Feb 04 14:19:58 PST 2016,Thu Feb 04 14:22:01 PST 2016,Thu Feb 04 20:22:01 PST 2016,2016-02-05 04:22:41 UTC,,,123,100% (17/17),100% (17/17),100% (17/17),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
",http://en.wikipedia.org/wiki/David_John_Cawdell_Irving,clueweb09-enwp00-46-20791,0,NO IDEA,"David John Cawdell Irving (born 24 March 1938) is an English author who has written on the military and political history of World War II, with a focus on Nazi Germany, and who is primarily known for his Holocaust denial.[2] His works include The Destruction of Dresden (1963), Hitler's War (1977), Churchill's War (1987), and Goebbels: Mastermind of the Third Reich (1996). Though Irving's negationist views of World War II were never taken seriously by mainstream historians, he was recognized for his knowledge of Nazi Germany and his ability to unearth new historical documents. Irving marginalized himself in 1988 when, based on his reading of the pseudoscientific[3] Leuchter report, he began to espouse Holocaust denial.",3,,
3JGHED38EDZ90QIFBLXPKW21HSX7YY,3KIFW8VYC9WMJF2NQ7J3WNNE17TPBH,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.11,Thu Feb 04 10:35:59 PST 2016,8,BatchId:2256893;,3600,21600,Fri Feb 12 10:35:59 PST 2016,,,3IUZPWIU1PFWTKST5G9CROHRCSZKW7,A1YD6IATEIIG4X,Approved,Thu Feb 04 10:40:55 PST 2016,Thu Feb 04 10:42:53 PST 2016,Thu Feb 04 16:42:53 PST 2016,Thu Feb 04 11:01:57 PST 2016,,,118,100% (3/3),100% (3/3),100% (3/3),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
",http://en.wikipedia.org/wiki/David_John_Cawdell_Irving,clueweb09-enwp00-46-20791,0,Yes. It was very easy and simple. Instructions are incredibly clear.,"David John Cawdell Irving (born 24 March 1938) is an English author who has written on the military and political history of World War II, with a focus on Nazi Germany, and who is primarily known for his Holocaust denial. After PQ-17, Irving largely shifted to writing biographies. In 1968, he published Breach of Security, an account of German reading of messages to and from the British Embassy in Berlin before 1939 with an introduction by the British historian D.C. Watt.",3,,
3JGHED38EDZ90QIFBLXPKW21HSX7YY,3KIFW8VYC9WMJF2NQ7J3WNNE17TPBH,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.11,Thu Feb 04 10:35:59 PST 2016,8,BatchId:2256893;,3600,21600,Fri Feb 12 10:35:59 PST 2016,,,3IXEICO793RX2O3A87A0UL5A7356T6,AU48KLNN53BFS,Approved,Thu Feb 04 11:48:15 PST 2016,Thu Feb 04 11:48:56 PST 2016,Thu Feb 04 17:48:56 PST 2016,2016-02-05 01:52:45 UTC,,,41,96% (26/27),100% (23/23),100% (9/9),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
",http://en.wikipedia.org/wiki/David_John_Cawdell_Irving,clueweb09-enwp00-46-20791,0,yes enjoy doing this task,"David John Cawdell Irving (born 24 March 1938) is an English author who has written on the military and political history of World War II, with a focus on Nazi German",0,,
3JGHED38EDZ90QIFBLXPKW21HSX7YY,3KIFW8VYC9WMJF2NQ7J3WNNE17TPBH,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.11,Thu Feb 04 10:35:59 PST 2016,8,BatchId:2256893;,3600,21600,Fri Feb 12 10:35:59 PST 2016,,,3JJVG1YBEC51NY9F329A2LLO51S5BX,A1HV2V9M87ZTM9,Approved,Thu Feb 04 11:32:04 PST 2016,Thu Feb 04 11:33:12 PST 2016,Thu Feb 04 17:33:12 PST 2016,2016-02-05 01:37:44 UTC,,,68,100% (26/26),100% (26/26),100% (26/26),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
",http://en.wikipedia.org/wiki/David_John_Cawdell_Irving,clueweb09-enwp00-46-20791,0,{},"David John Cawdell Irving (born 24 March 1938) is an English author who has written on the military and political history of World War II, with a focus on Nazi Germany, and who is primarily known for his Holocaust denial.[2] His works include The Destruction of Dresden (1963), Hitler's War (1977), Churchill's War (1987), and Goebbels: Mastermind of the Third Reich (1996). Though Irving's negationist views of World War II were never taken seriously by mainstream historians, he was recognized for his knowledge of Nazi Germany and his ability to unearth new historical documents. Irving marginalized himself in 1988 when, based on his reading of the pseudoscientific[3] Leuchter report, he began to espouse Holocaust denial.",0,,
3JGHED38EDZ90QIFBLXPKW21HSX7YY,3KIFW8VYC9WMJF2NQ7J3WNNE17TPBH,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.11,Thu Feb 04 10:35:59 PST 2016,8,BatchId:2256893;,3600,21600,Fri Feb 12 10:35:59 PST 2016,,,3LPW2N6LKUAGJXIL3TQ57BDCUM9U5D,A2RPII0OB1PREU,Approved,Thu Feb 04 13:29:31 PST 2016,Thu Feb 04 13:30:17 PST 2016,Thu Feb 04 19:30:17 PST 2016,2016-02-05 03:32:48 UTC,,,46,100% (27/27),100% (27/27),100% (27/27),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
",http://en.wikipedia.org/wiki/David_John_Cawdell_Irving,clueweb09-enwp00-46-20791,0,{},"David John Cawdell Irving (born 24 March 1938) is an English author who has written on the military and political history of World War II, with a focus on Nazi Germany, and who is primarily known for his Holocaust denial.[2] His works include The Destruction of Dresden (1963), Hitler's War (1977), Churchill's War (1987), and Goebbels: Mastermind of the Third Reich (1996). Though Irving's negationist views of World War II were never taken seriously by mainstream historians, he was recognized for his knowledge of Nazi Germany and his ability to unearth new historical documents.",0,,
