HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,query,query_id,description,narrative,document_url,document_id,gold_standard,user_feedback,user_rationale,user_relevance,Approve,Reject
3ZUE82NE0A970D63G0X79BRGM1R8F3,3KIFW8VYC9WMJF2NQ7J3WNNE17TPBH,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.11,Thu Feb 04 16:50:01 PST 2016,8,BatchId:2257444;,3600,21600,Fri Feb 12 16:50:01 PST 2016,,,3H7Z272LX8FHTHDAEU7IEUMA8W7PLS,A2DNSD743W4OC2,Approved,Thu Feb 04 19:47:20 PST 2016,Thu Feb 04 19:49:25 PST 2016,Fri Feb 05 01:49:25 PST 2016,2016-02-05 09:52:37 UTC,,,125,100% (39/39),100% (6/6),100% (6/6),dogs for adoption,20038,I want to adopt a dog.  Where can I do that and what should I know?,"I want to find information on adopting a dog. This includes names and locations of rescue organizations or vehicles (e.g. classifieds) as well as documents with info on qualifications, fees (if any), what to expect, resources, etc.  Organizations may be rescue organizations, pounds, shelters, etc. but not breeders or pet shops, unless the pet shop runs adoption fairs.  A site that provides general information about dog adoption is also relevant. If it has a lot of specific information and guidance it may be highly relevant.",http://all-creatures.org/wm/adopt.html,clueweb09-en0000-42-06598,0,{},"Rooterville, A Sanctuary Inc. is home to more than 120 pigs, 4 dogs, 50 chickens, 9 turkeys and 3 cats. We are dedicated to rescuing animals in need and working with other sanctuaries that take in rescued animals, particularly Pot Bellied Pigs (PBPs). Our efforts are not limited to the PBP, but they are our specialty and primary focus. We work through a network of hundreds of other rescues and sanctuaries across the country to rescue, spay/neuter, adopt and transport rescued animals.",1,,
3ZUE82NE0A970D63G0X79BRGM1R8F3,3KIFW8VYC9WMJF2NQ7J3WNNE17TPBH,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.11,Thu Feb 04 16:50:01 PST 2016,8,BatchId:2257444;,3600,21600,Fri Feb 12 16:50:01 PST 2016,,,3J4Q2Z4UTZBI4NQOILT9NAT0BZXWQJ,AK7P0F2TL5WYG,Approved,Thu Feb 04 19:36:46 PST 2016,Thu Feb 04 19:39:25 PST 2016,Fri Feb 05 01:39:25 PST 2016,2016-02-05 09:42:37 UTC,,,159,100% (11/11),100% (11/11),100% (9/9),dogs for adoption,20038,I want to adopt a dog.  Where can I do that and what should I know?,"I want to find information on adopting a dog. This includes names and locations of rescue organizations or vehicles (e.g. classifieds) as well as documents with info on qualifications, fees (if any), what to expect, resources, etc.  Organizations may be rescue organizations, pounds, shelters, etc. but not breeders or pet shops, unless the pet shop runs adoption fairs.  A site that provides general information about dog adoption is also relevant. If it has a lot of specific information and guidance it may be highly relevant.",http://all-creatures.org/wm/adopt.html,clueweb09-en0000-42-06598,0,enjoyed.,"Formerly Wings of Mercy Animal Rescue
Spreading Compassion through: 
Rescue, Education, Activism
A 501(c)3 Non-Profit Organization

For Adoption.

Though it related to animal adoption it is not giving on the spot the required information but it gives contact information from where one can get what ever information required from that contact hence it is probably relevant.",2,,
3ZUE82NE0A970D63G0X79BRGM1R8F3,3KIFW8VYC9WMJF2NQ7J3WNNE17TPBH,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.11,Thu Feb 04 16:50:01 PST 2016,8,BatchId:2257444;,3600,21600,Fri Feb 12 16:50:01 PST 2016,,,3LOTDFNYA87LDY0F45IFBBPM4XIFW2,A3W3YX3TPD0ZBO,Approved,Thu Feb 04 17:02:18 PST 2016,Thu Feb 04 17:42:49 PST 2016,Thu Feb 04 23:42:49 PST 2016,2016-02-05 07:47:37 UTC,,,2431,100% (36/36),100% (36/36),100% (36/36),dogs for adoption,20038,I want to adopt a dog.  Where can I do that and what should I know?,"I want to find information on adopting a dog. This includes names and locations of rescue organizations or vehicles (e.g. classifieds) as well as documents with info on qualifications, fees (if any), what to expect, resources, etc.  Organizations may be rescue organizations, pounds, shelters, etc. but not breeders or pet shops, unless the pet shop runs adoption fairs.  A site that provides general information about dog adoption is also relevant. If it has a lot of specific information and guidance it may be highly relevant.",http://all-creatures.org/wm/adopt.html,clueweb09-en0000-42-06598,0,{},"Rooterville, A Sanctuary Inc. is home to more than 120 pigs, 4 dogs, 50 chickens, 9 turkeys and 3 cats. We are dedicated to rescuing animals in need and working with other sanctuaries that take in rescued animals, particularly Pot Bellied Pigs (PBPs). Our efforts are not limited to the PBP, but they are our specialty and primary focus. We work through a network of hundreds of other rescues and sanctuaries across the country to rescue, spay/neuter, adopt and transport rescued animals.",3,,
3ZUE82NE0A970D63G0X79BRGM1R8F3,3KIFW8VYC9WMJF2NQ7J3WNNE17TPBH,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.11,Thu Feb 04 16:50:01 PST 2016,8,BatchId:2257444;,3600,21600,Fri Feb 12 16:50:01 PST 2016,,,3OVR4I9USQR6VL748FNQSIA9R6TQ4M,A2RPII0OB1PREU,Approved,Thu Feb 04 17:38:46 PST 2016,Thu Feb 04 17:40:49 PST 2016,Thu Feb 04 23:40:49 PST 2016,2016-02-05 07:42:37 UTC,,,123,100% (27/27),100% (27/27),100% (27/27),dogs for adoption,20038,I want to adopt a dog.  Where can I do that and what should I know?,"I want to find information on adopting a dog. This includes names and locations of rescue organizations or vehicles (e.g. classifieds) as well as documents with info on qualifications, fees (if any), what to expect, resources, etc.  Organizations may be rescue organizations, pounds, shelters, etc. but not breeders or pet shops, unless the pet shop runs adoption fairs.  A site that provides general information about dog adoption is also relevant. If it has a lot of specific information and guidance it may be highly relevant.",http://all-creatures.org/wm/adopt.html,clueweb09-en0000-42-06598,0,{},"Rooterville, A Sanctuary Inc.

 



Formerly Wings of Mercy Animal Rescue
Spreading Compassion through: 
Rescue, Education, Activism
A 501(c)3 Non-Profit Organization",1,,
3ZUE82NE0A970D63G0X79BRGM1R8F3,3KIFW8VYC9WMJF2NQ7J3WNNE17TPBH,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.11,Thu Feb 04 16:50:01 PST 2016,8,BatchId:2257444;,3600,21600,Fri Feb 12 16:50:01 PST 2016,,,3QAVNHZ3ENCA6D78PBPLOZXF9A5ALV,A1HV2V9M87ZTM9,Approved,Thu Feb 04 18:18:03 PST 2016,Thu Feb 04 18:18:29 PST 2016,Fri Feb 05 00:18:29 PST 2016,2016-02-05 08:22:36 UTC,,,26,100% (26/26),100% (26/26),100% (26/26),dogs for adoption,20038,I want to adopt a dog.  Where can I do that and what should I know?,"I want to find information on adopting a dog. This includes names and locations of rescue organizations or vehicles (e.g. classifieds) as well as documents with info on qualifications, fees (if any), what to expect, resources, etc.  Organizations may be rescue organizations, pounds, shelters, etc. but not breeders or pet shops, unless the pet shop runs adoption fairs.  A site that provides general information about dog adoption is also relevant. If it has a lot of specific information and guidance it may be highly relevant.",http://all-creatures.org/wm/adopt.html,clueweb09-en0000-42-06598,0,{},"abuse, adopt, adoption, animal, animals, association, bacon, belly, bellied, boar, cat, cats, chop, chops, companion, dog, dogs, farm, factory, ham, hog, hogs,  mercy, pet, pets, pig, pigs, piggy, piggies, pork, pot, rescue, rescuing, sanctuary, sanctuaries,",1,,
3ZUE82NE0A970D63G0X79BRGM1R8F3,3KIFW8VYC9WMJF2NQ7J3WNNE17TPBH,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.11,Thu Feb 04 16:50:01 PST 2016,8,BatchId:2257444;,3600,21600,Fri Feb 12 16:50:01 PST 2016,,,3QILPRALQ63MBPHE4QLM50V9OH5N86,A1A9GCQVBEMT58,Approved,Thu Feb 04 18:49:03 PST 2016,Thu Feb 04 18:54:04 PST 2016,Fri Feb 05 00:54:04 PST 2016,2016-02-05 08:57:37 UTC,,,301,100% (8/8),100% (8/8),100% (8/8),dogs for adoption,20038,I want to adopt a dog.  Where can I do that and what should I know?,"I want to find information on adopting a dog. This includes names and locations of rescue organizations or vehicles (e.g. classifieds) as well as documents with info on qualifications, fees (if any), what to expect, resources, etc.  Organizations may be rescue organizations, pounds, shelters, etc. but not breeders or pet shops, unless the pet shop runs adoption fairs.  A site that provides general information about dog adoption is also relevant. If it has a lot of specific information and guidance it may be highly relevant.",http://all-creatures.org/wm/adopt.html,clueweb09-en0000-42-06598,0,Yes,"1.Its may be relevant since this place just has 120 pigs, 4 dogs, 50 chickens, 9 turkeys and 3 cats. In short not many options.
2., pet, pets, pig, pigs, piggy, piggies, pork, pot, rescue, rescuing, sanctuary, sanctuaries, slaughter,  wings
3.Pot Bellied Pigs (PBPs) are special animals with particular needs that are often misunderstood and certainly under appreciated.",1,,
31JUPBOORNCT05GZ2B054OW0JXCL8K,3KIFW8VYC9WMJF2NQ7J3WNNE17TPBH,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.11,Thu Feb 04 16:50:01 PST 2016,8,BatchId:2257444;,3600,21600,Fri Feb 12 16:50:01 PST 2016,,,3B3WTRP3DCAQ08BVNZTGD8NMXSX92R,A3F5ND4OV61TT6,Approved,Thu Feb 04 18:54:31 PST 2016,Thu Feb 04 18:55:53 PST 2016,Fri Feb 05 00:55:53 PST 2016,2016-02-05 08:57:37 UTC,,,82,100% (4/4),100% (4/4),100% (4/4),dogs for adoption,20038,I want to adopt a dog.  Where can I do that and what should I know?,"I want to find information on adopting a dog. This includes names and locations of rescue organizations or vehicles (e.g. classifieds) as well as documents with info on qualifications, fees (if any), what to expect, resources, etc.  Organizations may be rescue organizations, pounds, shelters, etc. but not breeders or pet shops, unless the pet shop runs adoption fairs.  A site that provides general information about dog adoption is also relevant. If it has a lot of specific information and guidance it may be highly relevant.",http://fresno.adoos.us/l/pet,clueweb09-en0001-19-27388,0,{},"Use your phone to buy and sell in your local area.
Easy photo uploads, real-time chat with buyers and sellers, find everything close to you.",0,,
31JUPBOORNCT05GZ2B054OW0JXCL8K,3KIFW8VYC9WMJF2NQ7J3WNNE17TPBH,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.11,Thu Feb 04 16:50:01 PST 2016,8,BatchId:2257444;,3600,21600,Fri Feb 12 16:50:01 PST 2016,,,3CPLWGV3MP7MPU0O9IR05WQK8NO9NI,A1A9GCQVBEMT58,Approved,Thu Feb 04 19:01:15 PST 2016,Thu Feb 04 19:02:30 PST 2016,Fri Feb 05 01:02:30 PST 2016,2016-02-05 09:02:37 UTC,,,75,100% (8/8),100% (8/8),100% (8/8),dogs for adoption,20038,I want to adopt a dog.  Where can I do that and what should I know?,"I want to find information on adopting a dog. This includes names and locations of rescue organizations or vehicles (e.g. classifieds) as well as documents with info on qualifications, fees (if any), what to expect, resources, etc.  Organizations may be rescue organizations, pounds, shelters, etc. but not breeders or pet shops, unless the pet shop runs adoption fairs.  A site that provides general information about dog adoption is also relevant. If it has a lot of specific information and guidance it may be highly relevant.",http://fresno.adoos.us/l/pet,clueweb09-en0001-19-27388,0,Yes,"Get Adoos for your mobile phone
Use your phone to buy and sell in your local area.
Easy photo uploads, real-time chat with buyers and sellers, find everything close to you.",0,,
31JUPBOORNCT05GZ2B054OW0JXCL8K,3KIFW8VYC9WMJF2NQ7J3WNNE17TPBH,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.11,Thu Feb 04 16:50:01 PST 2016,8,BatchId:2257444;,3600,21600,Fri Feb 12 16:50:01 PST 2016,,,3D8YOU6S9FSC21IZ8C0AZHRCQI7U6I,A1HV2V9M87ZTM9,Approved,Thu Feb 04 18:06:21 PST 2016,Thu Feb 04 18:07:37 PST 2016,Fri Feb 05 00:07:37 PST 2016,2016-02-05 08:12:37 UTC,,,76,100% (26/26),100% (26/26),100% (26/26),dogs for adoption,20038,I want to adopt a dog.  Where can I do that and what should I know?,"I want to find information on adopting a dog. This includes names and locations of rescue organizations or vehicles (e.g. classifieds) as well as documents with info on qualifications, fees (if any), what to expect, resources, etc.  Organizations may be rescue organizations, pounds, shelters, etc. but not breeders or pet shops, unless the pet shop runs adoption fairs.  A site that provides general information about dog adoption is also relevant. If it has a lot of specific information and guidance it may be highly relevant.",http://fresno.adoos.us/l/pet,clueweb09-en0001-19-27388,0,{},"Easy photo uploads, real-time chat with buyers and sellers, find everything close to you.",0,,
31JUPBOORNCT05GZ2B054OW0JXCL8K,3KIFW8VYC9WMJF2NQ7J3WNNE17TPBH,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.11,Thu Feb 04 16:50:01 PST 2016,8,BatchId:2257444;,3600,21600,Fri Feb 12 16:50:01 PST 2016,,,3FDJT1UU75G2G1D99FM31O4ESW25KK,A3111O511J64BA,Approved,Thu Feb 04 19:46:47 PST 2016,Thu Feb 04 19:54:18 PST 2016,Fri Feb 05 01:54:18 PST 2016,2016-02-05 09:57:37 UTC,,,451,100% (9/9),100% (9/9),100% (9/9),dogs for adoption,20038,I want to adopt a dog.  Where can I do that and what should I know?,"I want to find information on adopting a dog. This includes names and locations of rescue organizations or vehicles (e.g. classifieds) as well as documents with info on qualifications, fees (if any), what to expect, resources, etc.  Organizations may be rescue organizations, pounds, shelters, etc. but not breeders or pet shops, unless the pet shop runs adoption fairs.  A site that provides general information about dog adoption is also relevant. If it has a lot of specific information and guidance it may be highly relevant.",http://fresno.adoos.us/l/pet,clueweb09-en0001-19-27388,0,{},"Get Adoos for your mobile phone

Use your phone to buy and sell in your local area.
Easy photo uploads, real-time chat with buyers and sellers, find everything close to you.",0,,
