HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,query,query_id,description,narrative,document_url,document_id,gold_standard,user_feedback,user_rationale,user_relevance,Approve,Reject
356TQKY9XF5ULKRXYHZVLJEZOP978N,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:07:05 PST 2016,8,BatchId:2269600;,3600,21600,Mon Feb 22 19:07:05 PST 2016,,,33C7UALJVM6JXIAPZ3NO8TI6MXJ18U,A2ARINY98YXI6T,Approved,Sun Feb 14 21:54:10 PST 2016,Sun Feb 14 21:55:21 PST 2016,Mon Feb 15 03:55:21 PST 2016,2016-02-15 11:58:41 UTC,,,71,100% (1/1),100% (1/1),100% (1/1),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
","http://encyclopedia2.thefreedictionary.com/Berlin,+Congress+of",clueweb09-en0001-61-09677,0,"yes,it was easy and quite fun. Hoping to do more works of the same type.","Berlin, Congress of, 1878, called by the signers of the Treaty of Paris of 1856 (see Paris, Congress of) to reconsider the terms of the Treaty of San Stefano, which Russia had forced on the Ottoman Empire earlier in 1878. Great Britain and Austria-Hungary were the powers most insistent on revision; Russia submitted the treaty to revision only after Great Britain threatened war and Bismarck had offered to mediate as ""honest broker."" He was chairman of the congress.",0,,
356TQKY9XF5ULKRXYHZVLJEZOP978N,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:07:05 PST 2016,8,BatchId:2269600;,3600,21600,Mon Feb 22 19:07:05 PST 2016,,,3HMVI3QICK0YCO17C7LI7668FCR1YD,A2DNSD743W4OC2,Approved,Sun Feb 14 21:10:39 PST 2016,Sun Feb 14 21:10:58 PST 2016,Mon Feb 15 03:10:58 PST 2016,2016-02-15 11:12:49 UTC,,,19,100% (47/47),100% (14/14),100% (8/8),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
","http://encyclopedia2.thefreedictionary.com/Berlin,+Congress+of",clueweb09-en0001-61-09677,0,{},"Berlin, Congress of, 1878, called by the signers of the Treaty of Paris of 1856 (see Paris, Congress of

) to reconsider the terms of the Treaty of San Stefano

, which Russia had forced on the Ottoman Empire earlier in 1878.",3,,
356TQKY9XF5ULKRXYHZVLJEZOP978N,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:07:05 PST 2016,8,BatchId:2269600;,3600,21600,Mon Feb 22 19:07:05 PST 2016,,,3TPWUS5F8A9EAMG5D3SE354J80DCW8,A2IICH6KZZB6XF,Approved,Sun Feb 14 20:47:57 PST 2016,Sun Feb 14 20:54:34 PST 2016,Mon Feb 15 02:54:34 PST 2016,2016-02-15 10:57:37 UTC,,,397,100% (38/38),100% (38/38),100% (38/38),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
","http://encyclopedia2.thefreedictionary.com/Berlin,+Congress+of",clueweb09-en0001-61-09677,0,THANKYOU,The text did not help me with my decision,0,,
356TQKY9XF5ULKRXYHZVLJEZOP978N,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:07:05 PST 2016,8,BatchId:2269600;,3600,21600,Mon Feb 22 19:07:05 PST 2016,,,3FFJ6VRIL2WCFZ1KC6VF7DTAKZEI08,AFQKLIYNCVZTL,Approved,Sun Feb 14 19:35:06 PST 2016,Sun Feb 14 19:52:16 PST 2016,Mon Feb 15 01:52:16 PST 2016,2016-02-15 09:52:38 UTC,,,1030,100% (66/66),100% (66/66),100% (66/66),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
","http://encyclopedia2.thefreedictionary.com/Berlin,+Congress+of",clueweb09-en0001-61-09677,0,I have completed several of these HITs tonight. I hope I am doing them well.,"Berlin, Congress of, 1878, called by the signers of the Treaty of Paris of 1856 (see Paris, Congress of

) to reconsider the terms of the Treaty of San Stefano

, which Russia had forced on the Ottoman Empire earlier in 1878. Great Britain and Austria-Hungary were the powers most insistent on revision;",0,,
356TQKY9XF5ULKRXYHZVLJEZOP978N,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:07:05 PST 2016,8,BatchId:2269600;,3600,21600,Mon Feb 22 19:07:05 PST 2016,,,3VFJCI1K407MJ2FOGVER6XHHEDHGRA,APNX2JW4QKM0L,Approved,Sun Feb 14 19:56:49 PST 2016,Sun Feb 14 19:57:39 PST 2016,Mon Feb 15 01:57:39 PST 2016,2016-02-15 10:02:36 UTC,,,50,100% (31/31),100% (31/31),100% (31/31),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
","http://encyclopedia2.thefreedictionary.com/Berlin,+Congress+of",clueweb09-en0001-61-09677,0,{},"Berlin, Congress of, 1878, called by the signers of the Treaty of Paris of 1856 (see Paris, Congress of

) to reconsider the terms of the Treaty of San Stefano

, which Russia had forced on the Ottoman Empire earlier in 1878. Great Britain and Austria-Hungary were the powers most insistent on revision; Russia submitted the treaty to revision only after Great Britain threatened war and Bismarck




 had offered to mediate as ""honest broker."" He was chairman of the congress.",0,,
356TQKY9XF5ULKRXYHZVLJEZOP978N,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:07:05 PST 2016,8,BatchId:2269600;,3600,21600,Mon Feb 22 19:07:05 PST 2016,,,3A7Y0R2P2PWG70R1X05MSSVL7MRJXL,AROEBUDI2L9G9,Approved,Sun Feb 14 20:01:52 PST 2016,Sun Feb 14 20:08:22 PST 2016,Mon Feb 15 02:08:22 PST 2016,2016-02-15 10:12:37 UTC,,,390,100% (71/71),100% (71/71),100% (71/71),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
","http://encyclopedia2.thefreedictionary.com/Berlin,+Congress+of",clueweb09-en0001-61-09677,0,{},"1878, called by the signers of the Treaty of Paris of 1856 (see Paris, Congress of

) to reconsider the terms of the Treaty of San Stefano

, which Russia had forced on the Ottoman Empire earlier in 1878. Great Britain and Austria-Hungary were the powers most insistent on revision; Russia submitted the treaty to revision only after Great Britain threatened war and Bismarck




 had offered to mediate as ""honest broker.""",0,,
3IWA71V4TIO1WLE0NF6VV4VWKNXX6L,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:07:05 PST 2016,8,BatchId:2269600;,3600,21600,Mon Feb 22 19:07:05 PST 2016,,,3WS1NTTKEZKS58ZUBYPU4GGI47P0F2,A1HV2V9M87ZTM9,Approved,Sun Feb 14 19:36:45 PST 2016,Sun Feb 14 19:38:41 PST 2016,Mon Feb 15 01:38:41 PST 2016,2016-02-15 09:42:36 UTC,,,116,100% (91/91),100% (91/91),100% (65/65),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
",http://www.aptselector.com/tx/8772.html,clueweb09-en0005-33-27890,0,{},"Irving is served by Highways 183 and 114 as well as LBJ Freeway- I 635. Valley Ranch is the home of the Dallas Cowboys. Las Colinas serves as the location for a number of major employers, including Exxon, Verizon and Boy Scouts of America. 
Rental Ranges:",0,,
3IWA71V4TIO1WLE0NF6VV4VWKNXX6L,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:07:05 PST 2016,8,BatchId:2269600;,3600,21600,Mon Feb 22 19:07:05 PST 2016,,,3QY7M81QH8UH35RSX810Z8IAKHVK77,A1M7DKSUT54LJ9,Approved,Sun Feb 14 19:21:30 PST 2016,Sun Feb 14 19:22:00 PST 2016,Mon Feb 15 01:22:00 PST 2016,2016-02-15 09:22:37 UTC,,,30,100% (53/53),100% (53/53),100% (51/51),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
",http://www.aptselector.com/tx/8772.html,clueweb09-en0005-33-27890,0,{},"rving is served by Highways 183 and 114 as well as LBJ Freeway- I 635. Valley Ranch is the home of the Dallas Cowboys. Las Colinas serves as the location for a number of major employers, including Exxon, Verizon and Boy Scouts of America. 
Rental Ranges:",0,,
3IWA71V4TIO1WLE0NF6VV4VWKNXX6L,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:07:05 PST 2016,8,BatchId:2269600;,3600,21600,Mon Feb 22 19:07:05 PST 2016,,,3II4UPYCOKFJVHQX1QOJVM4F5Z7QDH,A1YJKLVJW1FE33,Approved,Sun Feb 14 20:13:59 PST 2016,Sun Feb 14 20:14:21 PST 2016,Mon Feb 15 02:14:21 PST 2016,2016-02-15 10:17:36 UTC,,,22,100% (145/145),100% (66/66),100% (66/66),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
",http://www.aptselector.com/tx/8772.html,clueweb09-en0005-33-27890,0,{},"Irving Apartments including Las Colinas and Valley Ranch. Free Service by Apartment Selector. Ask about our Free Service no $ . Great Selections: including Free Rent, No Deposit, Unadvertised Specials and more!",0,,
3IWA71V4TIO1WLE0NF6VV4VWKNXX6L,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:07:05 PST 2016,8,BatchId:2269600;,3600,21600,Mon Feb 22 19:07:05 PST 2016,,,3KOPY89HM9A4R2KNDBYYLC6H0RQJ3L,A2IICH6KZZB6XF,Approved,Sun Feb 14 20:15:45 PST 2016,Sun Feb 14 20:16:12 PST 2016,Mon Feb 15 02:16:12 PST 2016,2016-02-15 10:17:37 UTC,,,27,100% (38/38),100% (38/38),100% (38/38),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
",http://www.aptselector.com/tx/8772.html,clueweb09-en0005-33-27890,0,vERY USEFUL FOR ME TO KNOW THE MARKET TREND.,"Irving Apartments including Las Colinas and Valley Ranch. Free Service by Apartment Selector. Ask about our Free Service no $ . Great Selections: including Free Rent, No Deposit, Unadvertised Specials and more!",1,,
3IWA71V4TIO1WLE0NF6VV4VWKNXX6L,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:07:05 PST 2016,8,BatchId:2269600;,3600,21600,Mon Feb 22 19:07:05 PST 2016,,,3YMTUJH0DTOJN1ZWPJHLXNLWCSWT42,AFQKLIYNCVZTL,Approved,Sun Feb 14 19:21:55 PST 2016,Sun Feb 14 19:43:04 PST 2016,Mon Feb 15 01:43:04 PST 2016,2016-02-15 09:47:36 UTC,,,1269,100% (66/66),100% (66/66),100% (66/66),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
",http://www.aptselector.com/tx/8772.html,clueweb09-en0005-33-27890,0,{},"Irving is served by Highways 183 and 114 as well as LBJ Freeway- I 635. Valley Ranch is the home of the Dallas Cowboys. Las Colinas serves as the location for a number of major employers, including Exxon, Verizon and Boy Scouts of America.",0,,
3IWA71V4TIO1WLE0NF6VV4VWKNXX6L,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:07:05 PST 2016,8,BatchId:2269600;,3600,21600,Mon Feb 22 19:07:05 PST 2016,,,3MRNMEIQW6E84KAK9LGNE05LVTCDL7,APNX2JW4QKM0L,Approved,Sun Feb 14 19:56:20 PST 2016,Sun Feb 14 19:56:39 PST 2016,Mon Feb 15 01:56:39 PST 2016,2016-02-15 09:57:37 UTC,,,19,100% (31/31),100% (31/31),100% (31/31),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
",http://www.aptselector.com/tx/8772.html,clueweb09-en0005-33-27890,0,{},"Irving is served by Highways 183 and 114 as well as LBJ Freeway- I 635. Valley Ranch is the home of the Dallas Cowboys. Las Colinas serves as the location for a number of major employers, including Exxon, Verizon and Boy Scouts of America.
Rental Ranges:
North and South Irving: 1 Bedrooms range from $400-$575 and 2 Bedrooms range from$600-$800
Las Colinas 1 Bedroom range from $575-$2,000 and 2 Bedrooms range from $700-$5,625
Valley Ranch 1 Bedroom range from $575-$1,200 and 2 Bedrooms range from $700-$1,600 .",0,,
3IWA71V4TIO1WLE0NF6VV4VWKNXX6L,319P43LJ7V7TV7130Z5PIJ3WSGGZ7X,Relevant or Not?,Help us improve search engines! Decide if pages are relevant or not relevant for a query.,"relevance, judgments, web, query, search, fun",$0.15,Sun Feb 14 19:07:05 PST 2016,8,BatchId:2269600;,3600,21600,Mon Feb 22 19:07:05 PST 2016,,,3CN4LGXD5YWF4NYQZP4K54DBRUIY40,AROEBUDI2L9G9,Approved,Sun Feb 14 19:25:56 PST 2016,Sun Feb 14 19:44:10 PST 2016,Mon Feb 15 01:44:10 PST 2016,2016-02-15 09:47:36 UTC,,,1094,100% (71/71),100% (71/71),100% (71/71),irving berlin,20330,Describe the professional and educational life of Irving Berlin,"What are his achievements, awards, honors?. Where did he receive his musical education? What music is he famous for having written?
Not relevant are documents that only refer to his personal life.
",http://www.aptselector.com/tx/8772.html,clueweb09-en0005-33-27890,0,{},"Irving Apartments including Las Colinas and Valley Ranch. Free Service by Apartment Selector. Ask about our Free Service no $ . Great Selections: including Free Rent, No Deposit, Unadvertised Specials and more!
Rent to Today!",0,,
